attack,seed,run,pdr,throughput_kbps,mean_delay_ms,total_tx,total_rx,malicious_drops,energy_used_j,isolations,blocked_frames
A2,4,1,0.651971,363.128,29.6983,46680,30434,1983,1829.53,0,0
