attack,seed,run,pdr,throughput_kbps,mean_delay_ms,total_tx,total_rx,malicious_drops,energy_used_j,isolations,blocked_frames
A1,1,1,0.776885,408.703,36.1176,46680,36265,0,1824.42,0,0
