attack,seed,run,pdr,throughput_kbps,mean_delay_ms,total_tx,total_rx,malicious_drops,energy_used_j,isolations,blocked_frames
A3,3,1,0.584811,304.15,47.1919,46680,27299,508,1830.46,0,0
