attack,seed,run,pdr,throughput_kbps,mean_delay_ms,total_tx,total_rx,malicious_drops,energy_used_j,isolations,blocked_frames
A2,3,1,0.691302,359.264,35.2939,46680,32270,1265,1828.03,0,0
