attack,seed,run,pdr,throughput_kbps,mean_delay_ms,total_tx,total_rx,malicious_drops,energy_used_j,isolations,blocked_frames
none,3,1,0.711825,377.42,34.3671,46680,33228,0,1829.44,0,0
