attack,seed,run,pdr,throughput_kbps,mean_delay_ms,total_tx,total_rx,malicious_drops,energy_used_j,isolations,blocked_frames
A3,4,1,0.638668,340.33,35.619,46680,29813,903,1827.22,0,0
