attack,seed,run,pdr,throughput_kbps,mean_delay_ms,total_tx,total_rx,malicious_drops,energy_used_j,isolations,blocked_frames
A2,2,1,0.728042,377.48,44.4488,46680,33985,2884,1824.65,0,0
