time_s,target,trust_median,n_observers,agreement,loc_available,beh_available,bad_streak,verdict,is_attacker
10.0,0,1.0,1,0.0,True,False,0,normal,0
10.0,1,0.716591704838271,2,0.0,True,False,0,normal,0
10.0,2,0.9990515550065533,8,0.125,True,False,0,normal,0
15.0,0,0.9529911846368107,10,0.2,True,False,0,normal,0
15.0,1,0.8470190521741645,2,0.0,True,False,0,normal,0
15.0,2,0.9988257638385499,13,0.07692307692307693,True,False,0,normal,0
20.0,0,0.9603719550661884,12,0.16666666666666666,True,False,0,normal,0
20.0,1,0.918890331871558,2,0.0,True,True,0,normal,0
20.0,2,0.7114398117559744,13,0.15384615384615385,True,True,0,normal,0
25.0,0,0.9778570701778341,12,0.08333333333333333,True,False,0,normal,0
25.0,1,0.9170839735199385,6,0.16666666666666666,True,True,0,normal,0
25.0,2,0.9343676785986299,14,0.07142857142857142,True,False,0,normal,0
30.0,0,0.9582894053297559,11,0.09090909090909091,True,False,0,normal,0
30.0,1,0.8460149124369413,6,0.3333333333333333,True,True,0,normal,0
30.0,2,0.9371703059468135,17,0.058823529411764705,True,True,0,normal,0
35.0,0,0.9467304736194887,14,0.07142857142857142,True,False,0,normal,0
35.0,1,0.9625167060934665,9,0.1111111111111111,True,True,0,normal,0
35.0,2,0.9449609400838753,17,0.0,True,True,0,normal,0
40.0,0,0.9204332723854352,14,0.0,True,False,0,normal,0
40.0,1,0.8561655842816063,12,0.25,True,False,0,normal,0
40.0,2,0.9278958447836481,16,0.0,True,True,0,normal,0
45.0,0,0.9222437682666522,15,0.06666666666666667,True,False,0,normal,0
45.0,1,0.9242441789304018,14,0.07142857142857142,True,False,0,normal,0
45.0,2,0.9135925560070398,16,0.0,True,True,0,normal,0
50.0,0,0.9102705615232751,15,0.06666666666666667,True,False,0,normal,0
50.0,1,0.9101825329286635,15,0.13333333333333333,True,False,0,normal,0
50.0,2,0.9373247939048533,15,0.06666666666666667,True,True,0,normal,0
55.0,0,0.9256917899126423,15,0.13333333333333333,True,False,0,normal,0
55.0,1,0.5902261167573766,15,0.26666666666666666,True,True,0,suspicious,0
55.0,2,0.9481813417375059,11,0.0,True,True,0,normal,0
60.0,0,0.5969550952957162,13,0.46153846153846156,True,True,0,suspicious,0
60.0,1,0.9017616796682406,15,0.06666666666666667,True,False,0,normal,0
60.0,2,0.952334141409146,10,0.0,True,True,0,normal,0
65.0,0,0.9153796720492857,13,0.15384615384615385,True,False,0,normal,0
65.0,1,0.9151579924829552,14,0.0,True,False,0,normal,0
65.0,2,0.8960116558910304,12,0.08333333333333333,True,True,0,normal,0
70.0,0,0.9197320697312344,11,0.0,True,False,0,normal,0
70.0,1,0.33944552210688744,16,0.8125,True,True,1,suspicious,0
70.0,2,0.9076423719747644,11,0.0,True,True,0,normal,0
75.0,0,0.9107667069232115,11,0.0,True,False,0,normal,0
75.0,1,0.7971203679469511,16,0.25,True,True,0,normal,0
75.0,2,0.9486048298730011,9,0.0,True,True,0,normal,0
80.0,0,0.9255889538856307,11,0.09090909090909091,True,False,0,normal,0
80.0,1,0.8516450795081145,13,0.15384615384615385,True,False,0,normal,0
80.0,2,0.9603049768353691,8,0.0,True,False,0,normal,0
85.0,0,0.9334584181076808,10,0.1,True,True,0,normal,0
85.0,1,0.8602423990800134,12,0.16666666666666666,True,False,0,normal,0
85.0,2,0.9231614631730788,8,0.0,True,False,0,normal,0
90.0,0,0.9313229781174629,10,0.1,True,True,0,normal,0
90.0,1,0.8645275841982387,9,0.0,True,False,0,normal,0
90.0,2,0.9331334839465741,8,0.0,True,True,0,normal,0
95.0,0,0.9398223606706873,10,0.0,True,True,0,normal,0
95.0,1,0.8767328913883419,9,0.0,True,False,0,normal,0
95.0,2,0.9414679213148258,8,0.0,True,True,0,normal,0
100.0,0,0.9466486193931919,10,0.0,True,True,0,normal,0
100.0,1,0.8776257248268087,9,0.0,True,False,0,normal,0
100.0,2,0.9430179388432416,8,0.0,True,False,0,normal,0
105.0,0,0.8971210474218769,11,0.0,True,True,0,normal,0
105.0,1,0.8839116621384802,9,0.1111111111111111,True,False,0,normal,0
105.0,2,0.8058311305287393,8,0.125,True,True,0,normal,0
110.0,0,0.8247382314585228,11,0.09090909090909091,True,True,0,normal,0
110.0,1,0.8598965596815946,8,0.0,True,False,0,normal,0
110.0,2,0.9209897364466978,7,0.14285714285714285,True,False,0,normal,0
115.0,0,0.9369988805112519,11,0.0,True,True,0,normal,0
115.0,1,0.802425513812937,8,0.25,True,False,0,normal,0
115.0,2,0.8792364024151862,5,0.2,True,False,0,normal,0
120.0,0,0.9502669034482639,10,0.0,True,True,0,normal,0
120.0,1,0.7504455314495874,5,0.2,True,True,0,normal,0
120.0,2,0.9535227294081288,3,0.0,True,False,0,normal,0
125.0,0,0.9530544186875165,10,0.0,True,True,0,normal,0
125.0,1,0.7967610432616199,5,0.2,True,True,0,normal,0
125.0,2,0.7329049741013298,6,0.16666666666666666,True,False,0,normal,0
130.0,0,0.9520136810856856,11,0.0,True,True,0,normal,0
130.0,1,0.46776023431014846,6,0.5,True,True,0,suspicious,0
130.0,2,0.9110014832366878,8,0.125,True,True,0,normal,0
135.0,0,0.8950946258052679,11,0.0,True,True,0,normal,0
135.0,1,0.17312681074686567,8,1.0,True,True,1,suspicious,0
135.0,2,0.8727792182961667,9,0.0,True,True,0,normal,0
140.0,0,0.7306369544583168,13,0.3076923076923077,True,True,0,normal,0
140.0,1,0.7910376427598633,10,0.0,True,True,0,normal,0
140.0,2,0.93196793855574,9,0.0,True,True,0,normal,0
145.0,0,0.6420250238475327,12,0.4166666666666667,True,True,0,suspicious,0
145.0,1,0.1191368438490429,11,1.0,True,True,1,suspicious,0
145.0,2,0.8722194787010089,10,0.1,True,True,0,normal,0
150.0,0,0.8017272382463306,13,0.23076923076923078,True,False,0,normal,0
150.0,1,0.761654479227033,11,0.18181818181818182,True,True,0,normal,0
150.0,2,0.8920028719678936,9,0.0,True,True,0,normal,0
155.0,0,0.8504240954544594,13,0.23076923076923078,True,False,0,normal,0
155.0,1,0.09277388541863044,15,1.0,True,True,1,suspicious,0
155.0,2,0.8824747848255783,11,0.09090909090909091,True,True,0,normal,0
160.0,0,0.4182235961909082,12,0.5833333333333334,True,True,0,suspicious,0
160.0,1,0.5251373203427577,16,0.375,True,True,0,suspicious,0
160.0,2,0.91839036626191,13,0.0,True,True,0,normal,0
165.0,0,0.2372580769304302,13,1.0,True,True,1,suspicious,0
165.0,1,0.34853541604645344,16,0.4375,True,True,0,suspicious,0
165.0,2,0.2675786692534775,13,1.0,True,True,1,suspicious,0
170.0,0,0.7574300499656558,13,0.07692307692307693,True,True,0,normal,0
170.0,1,0.7636202350615291,17,0.0,True,True,0,normal,0
170.0,2,0.8485867721978584,15,0.13333333333333333,True,False,0,normal,0
175.0,0,0.6622505796717427,13,0.3076923076923077,True,True,0,suspicious,0
175.0,1,0.7825817584668522,17,0.0,True,True,0,normal,0
175.0,2,0.8646137722442562,17,0.11764705882352941,True,False,0,normal,0
180.0,0,0.798390404657872,12,0.0,True,True,0,normal,0
180.0,1,0.7893689423840733,16,0.0625,True,True,0,normal,0
180.0,2,0.8701098358687038,18,0.05555555555555555,True,False,0,normal,0
185.0,0,0.6231116646415573,12,0.25,True,True,0,suspicious,0
185.0,1,0.16723214791360358,16,1.0,True,True,1,suspicious,0
185.0,2,0.694922045376412,18,0.2222222222222222,True,True,0,suspicious,0
190.0,0,0.5163248748468343,12,0.4166666666666667,True,True,0,suspicious,0
190.0,1,0.39384876385092726,13,0.38461538461538464,True,True,0,suspicious,0
190.0,2,0.8832540554184707,18,0.0,True,True,0,normal,0
195.0,0,0.736039271122652,12,0.08333333333333333,True,True,0,normal,0
195.0,1,0.757895461552194,14,0.21428571428571427,True,False,0,normal,0
195.0,2,0.8917638194605737,18,0.05555555555555555,True,True,0,normal,0
200.0,0,0.8362032480988113,11,0.09090909090909091,True,True,0,normal,0
200.0,1,0.794822282981667,14,0.07142857142857142,True,True,0,normal,0
200.0,2,0.8612929854176248,17,0.17647058823529413,True,False,0,normal,0
205.0,0,0.8535558661380935,11,0.09090909090909091,True,True,0,normal,0
205.0,1,0.7937976645265413,14,0.0,True,True,0,normal,0
205.0,2,0.8773705739961026,15,0.06666666666666667,True,True,0,normal,0
210.0,0,0.6697530921908581,10,0.2,True,True,0,suspicious,0
210.0,1,0.7896192542230567,15,0.0,True,True,0,normal,0
210.0,2,0.8918815656601935,16,0.0,True,True,0,normal,0
215.0,0,0.7626313849556092,9,0.2222222222222222,True,True,0,normal,0
215.0,1,0.3387436207655323,15,0.5333333333333333,True,True,1,suspicious,0
215.0,2,0.47680287188813675,15,0.5333333333333333,True,True,0,suspicious,0
220.0,0,0.8437146698044617,9,0.1111111111111111,True,True,0,normal,0
220.0,1,0.25142704306693986,12,1.0,True,True,2,suspicious,0
220.0,2,0.4734619650455945,13,0.46153846153846156,True,True,0,suspicious,0
225.0,0,0.8382912624034546,7,0.0,True,True,0,normal,0
225.0,1,0.7904243850818347,8,0.0,True,True,0,normal,0
225.0,2,0.4793810742329851,12,0.3333333333333333,True,True,0,suspicious,0
230.0,0,0.8175744556373123,7,0.0,True,True,0,normal,0
230.0,1,0.8098114198697883,8,0.0,True,True,0,normal,0
230.0,2,0.6267981089722797,11,0.18181818181818182,True,True,0,suspicious,0
235.0,0,0.4971499848100141,7,0.42857142857142855,True,True,0,suspicious,0
235.0,1,0.6417747388159613,8,0.125,True,True,0,suspicious,0
235.0,2,0.39374155554514256,10,0.5,True,True,1,suspicious,0
240.0,0,0.49383017823788733,8,0.5,True,True,0,suspicious,0
240.0,1,0.276850200154262,8,0.75,True,True,1,suspicious,0
240.0,2,0.6789272900052392,8,0.25,True,True,0,suspicious,0
245.0,0,0.5182708249272805,8,0.25,True,True,0,suspicious,0
245.0,1,0.47515408489869115,7,0.42857142857142855,True,True,0,suspicious,0
245.0,2,0.6651188026990411,6,0.3333333333333333,True,True,0,suspicious,0
250.0,0,0.3197985301323959,8,0.875,True,True,1,suspicious,0
250.0,1,0.3452529466320319,7,1.0,True,True,1,suspicious,0
250.0,2,0.7761812051893605,6,0.3333333333333333,True,False,0,normal,0
255.0,0,0.647932167909248,8,0.125,True,True,0,suspicious,0
255.0,1,0.8119395808707262,6,0.0,True,False,0,normal,0
255.0,2,0.8686623699420783,4,0.0,True,True,0,normal,0
260.0,0,0.23139187653409093,8,1.0,True,True,1,suspicious,0
260.0,1,0.8233402170566503,6,0.16666666666666666,True,True,0,normal,0
260.0,2,0.8459939350400214,4,0.0,True,False,0,normal,0
265.0,0,0.5831432157117395,8,0.375,True,True,0,suspicious,0
265.0,1,0.8113210978470444,6,0.16666666666666666,True,True,0,normal,0
265.0,2,0.7904169830442571,4,0.0,True,False,0,normal,0
270.0,0,0.4789875611897061,8,0.375,True,True,0,suspicious,0
270.0,1,0.7478852516433872,7,0.14285714285714285,True,True,0,normal,0
270.0,2,0.47175394152561145,5,0.6,True,True,0,suspicious,0
275.0,0,0.7425569063735658,9,0.1111111111111111,True,False,0,normal,0
275.0,1,0.8050355105254808,8,0.25,True,True,0,normal,0
275.0,2,0.8564913207751683,4,0.0,True,True,0,normal,0
280.0,0,0.7786330536149095,8,0.0,True,True,0,normal,0
280.0,1,0.7055074001968648,8,0.125,True,True,0,normal,0
280.0,2,0.8845206526167204,4,0.0,True,True,0,normal,0
285.0,0,0.645817289358052,8,0.125,True,True,0,suspicious,0
285.0,1,0.3604276647457607,8,1.0,True,True,1,suspicious,0
285.0,2,0.875238116250433,4,0.0,True,True,0,normal,0
290.0,0,0.8381919133918192,7,0.14285714285714285,True,False,0,normal,0
290.0,1,0.8096442811128735,8,0.0,True,True,0,normal,0
290.0,2,0.8402860647304785,5,0.0,True,True,0,normal,0
295.0,0,0.832933888991673,7,0.0,True,False,0,normal,0
295.0,1,0.6737658543965659,7,0.0,True,True,0,suspicious,0
295.0,2,0.6176623046374982,7,0.2857142857142857,True,True,0,suspicious,0
300.0,0,0.8380711427772111,6,0.0,True,False,0,normal,0
300.0,1,0.8533386603282258,6,0.0,True,True,0,normal,0
300.0,2,0.8230668949304818,8,0.125,True,True,0,normal,0
305.0,0,0.8262647418653715,6,0.16666666666666666,True,False,0,normal,0
305.0,1,0.8495057855789072,6,0.0,True,False,0,normal,0
305.0,2,0.8200341428850241,8,0.25,True,True,0,normal,0
310.0,0,0.8668007151888713,6,0.0,True,False,0,normal,0
310.0,1,0.47576206178915303,6,0.5,True,True,0,suspicious,0
310.0,2,0.8473026356583565,8,0.125,True,True,0,normal,0
315.0,0,0.876683539907983,7,0.0,True,True,0,normal,0
315.0,1,0.16114600910683358,6,1.0,True,True,1,suspicious,0
315.0,2,0.7820750262578001,8,0.0,True,True,0,normal,0
320.0,0,0.390734440624687,10,0.9,True,True,1,suspicious,0
320.0,1,0.18182158610974242,7,0.8571428571428571,True,True,2,suspicious,0
320.0,2,0.7823751202576599,9,0.0,True,True,0,normal,0
325.0,0,0.1943228488038145,12,1.0,True,True,2,suspicious,0
325.0,1,0.7237537628624704,8,0.125,True,False,0,normal,0
325.0,2,0.7947793379342609,9,0.0,True,True,0,normal,0
330.0,0,0.8039089576793962,13,0.0,True,False,0,normal,0
330.0,1,0.7664477253578985,8,0.0,True,True,0,normal,0
330.0,2,0.7863751724536605,8,0.0,True,False,0,normal,0
335.0,0,0.8096886664296564,13,0.0,True,False,0,normal,0
335.0,1,0.7153789622480615,8,0.0,True,False,0,normal,0
335.0,2,0.8404806096313371,8,0.0,True,True,0,normal,0
340.0,0,0.7748152240952597,14,0.0,True,False,0,normal,0
340.0,1,0.8250513535826275,7,0.14285714285714285,True,False,0,normal,0
340.0,2,0.8216203539897018,7,0.14285714285714285,True,True,0,normal,0
345.0,0,0.7924882528427576,16,0.0,True,True,0,normal,0
345.0,1,0.8359754745644739,7,0.0,True,False,0,normal,0
345.0,2,0.2757422454493536,8,1.0,True,True,1,suspicious,0
350.0,0,0.8153032647870226,17,0.058823529411764705,True,True,0,normal,0
350.0,1,0.8011282588830589,7,0.14285714285714285,True,False,0,normal,0
350.0,2,0.7812413738814241,7,0.14285714285714285,True,True,0,normal,0
355.0,0,0.7351484480708634,17,0.058823529411764705,True,True,0,normal,0
355.0,1,0.7334781750806192,8,0.375,True,False,0,normal,0
355.0,2,0.2162333180797577,7,1.0,True,True,1,suspicious,0
360.0,0,0.6080724381492778,16,0.125,True,True,0,suspicious,0
360.0,1,0.7826987959291417,8,0.25,True,True,0,normal,0
360.0,2,0.1409460760692488,7,1.0,True,True,2,suspicious,0
365.0,0,0.8444212773335417,15,0.06666666666666667,True,True,0,normal,0
365.0,1,0.7848521494311673,6,0.0,True,False,0,normal,0
365.0,2,0.6475296229329379,7,0.14285714285714285,True,True,0,suspicious,0
370.0,0,0.33684664151564936,15,1.0,True,True,1,suspicious,0
370.0,1,0.8397598569267151,7,0.0,True,True,0,normal,0
370.0,2,0.13612129396696585,7,1.0,True,True,1,suspicious,0
375.0,0,0.8169809748184249,14,0.07142857142857142,True,True,0,normal,0
375.0,1,0.6983493562603131,7,0.2857142857142857,True,True,0,suspicious,0
375.0,2,0.6644378749367948,5,0.2,True,True,0,suspicious,0
380.0,0,0.8237580229487134,13,0.07692307692307693,True,True,0,normal,0
380.0,1,0.7877783981890273,7,0.14285714285714285,True,True,0,normal,0
380.0,2,0.5319448158862118,5,0.0,True,True,0,suspicious,0
385.0,0,0.8324054560640112,13,0.07692307692307693,True,True,0,normal,0
385.0,1,0.7814903495288616,7,0.14285714285714285,True,True,0,normal,0
385.0,2,0.6924639156004261,5,0.2,True,False,0,suspicious,0
390.0,0,0.852599272520945,10,0.1,True,True,0,normal,0
390.0,1,0.8640673936659262,9,0.0,True,True,0,normal,0
390.0,2,0.7517200188315982,4,0.0,True,False,0,normal,0
395.0,0,0.8519252716129443,8,0.0,True,True,0,normal,0
395.0,1,0.8024073851905194,9,0.0,True,True,0,normal,0
395.0,2,0.6339046639883255,3,0.0,True,False,0,suspicious,0
400.0,0,0.7918120235549329,8,0.25,True,False,0,normal,0
400.0,1,0.7514070942906421,9,0.0,True,False,0,normal,0
400.0,2,0.5959126925755789,3,0.3333333333333333,True,False,0,suspicious,0
