time_s,target,trust_median,n_observers,agreement,loc_available,beh_available,bad_streak,verdict,is_attacker
110.0,2,0.8712294801051941,6,0.16666666666666666,True,False,0,normal,0
115.0,0,0.8656829437686364,8,0.0,True,False,0,normal,0
115.0,1,0.7565632633839923,7,0.0,True,True,0,confirmed,0
115.0,2,0.8802434164978306,6,0.16666666666666666,True,False,0,normal,0
120.0,0,0.8715264379665723,8,0.125,True,False,0,normal,0
120.0,1,0.6607600090096206,10,0.0,True,True,0,confirmed,0
120.0,2,0.8245209919593602,5,0.2,True,False,0,normal,0
125.0,0,0.876420535993919,8,0.125,True,False,0,normal,0
125.0,1,0.25833765399343483,13,0.8461538461538461,True,True,1,confirmed,0
125.0,2,0.8818043314621584,5,0.0,True,True,0,normal,0
130.0,0,0.29003031418201486,8,1.0,True,True,1,suspicious,0
130.0,1,0.6703324673960644,14,0.07142857142857142,True,True,0,confirmed,0
130.0,2,0.8042014662448124,5,0.0,True,True,0,normal,0
135.0,0,0.6431132162369577,8,0.125,True,True,0,suspicious,0
135.0,1,0.7565572525926317,13,0.07692307692307693,True,True,0,confirmed,0
135.0,2,0.9097911334933448,4,0.0,True,True,0,normal,0
140.0,0,0.34992655758333646,8,0.5,True,True,1,suspicious,0
140.0,1,0.6777985139037845,14,0.14285714285714285,True,True,0,confirmed,0
140.0,2,0.8853347827120113,4,0.0,True,True,0,normal,0
145.0,0,0.6761424636802223,9,0.2222222222222222,True,True,0,suspicious,0
145.0,1,0.6890440990060942,16,0.1875,True,True,0,confirmed,0
145.0,2,0.869130690928072,4,0.0,True,False,0,normal,0
150.0,0,0.8066575883115876,10,0.1,True,True,0,normal,0
150.0,1,0.7740360264323874,15,0.13333333333333333,True,True,0,confirmed,0
150.0,2,0.9312979242945696,3,0.0,True,False,0,normal,0
155.0,0,0.4905935216028048,10,0.2,True,True,0,suspicious,0
155.0,1,0.8161127997607653,15,0.06666666666666667,True,True,0,confirmed,0
155.0,2,0.855504672042729,3,0.0,True,False,0,normal,0
160.0,0,0.841998941252468,10,0.1,True,True,0,normal,0
160.0,1,0.48251314071892676,15,0.4,True,True,0,confirmed,0
160.0,2,0.8278942805843021,3,0.0,True,False,0,normal,0
165.0,0,0.43065099470485013,10,0.6,True,True,0,suspicious,0
165.0,1,0.16500950866746655,13,1.0,True,True,1,confirmed,0
165.0,2,0.9082660583222089,5,0.2,True,False,0,normal,0
170.0,0,0.811769047464944,10,0.0,True,True,0,normal,0
170.0,1,0.5523838893419623,13,0.38461538461538464,True,True,0,confirmed,0
170.0,2,0.9038660277786001,5,0.2,True,False,0,normal,0
175.0,0,0.8280195960687987,12,0.08333333333333333,True,True,0,normal,0
175.0,1,0.7419586969203412,4,0.25,True,False,0,confirmed,0
180.0,0,0.8312882236846552,13,0.23076923076923078,True,True,0,normal,0
180.0,1,0.6547671243088374,4,0.0,True,False,0,confirmed,0
180.0,2,0.9804462597586903,3,0.0,True,False,0,normal,0
185.0,0,0.8348688656558741,10,0.0,True,True,0,normal,0
185.0,1,0.7647478424568491,4,0.0,True,True,0,confirmed,0
185.0,2,0.8961520673876253,3,0.0,True,False,0,normal,0
190.0,0,0.8466224637023565,10,0.1,True,True,0,normal,0
190.0,1,0.7740851702544733,6,0.16666666666666666,True,True,0,confirmed,0
190.0,2,0.6222624171761828,2,0.5,True,False,0,suspicious,0
195.0,0,0.8387811308204476,12,0.08333333333333333,True,True,0,normal,0
195.0,1,0.12690604450748288,6,1.0,True,True,1,confirmed,0
195.0,2,0.5824421313016828,2,0.5,True,False,0,suspicious,0
200.0,0,0.8584517899311368,11,0.09090909090909091,True,True,0,normal,0
200.0,1,0.7397419771663236,6,0.0,True,True,0,confirmed,0
200.0,2,0.737351643450207,3,0.0,True,False,0,normal,0
205.0,0,0.8910320417679268,11,0.18181818181818182,True,True,0,normal,0
205.0,1,0.7958092124853178,6,0.0,True,True,0,confirmed,0
205.0,2,0.828231798460225,4,0.25,True,False,0,normal,0
210.0,0,0.887140403190549,12,0.08333333333333333,True,True,0,normal,0
210.0,1,0.7792560824109764,9,0.0,True,True,0,confirmed,0
210.0,2,0.8651032534934135,5,0.2,True,True,0,normal,0
215.0,0,0.8538497129957673,12,0.16666666666666666,True,False,0,normal,0
215.0,1,0.8074396383810044,9,0.1111111111111111,True,False,0,confirmed,0
215.0,2,0.8368021503593743,5,0.2,True,False,0,normal,0
220.0,0,0.8771345968228932,13,0.15384615384615385,True,False,0,normal,0
220.0,1,0.8051662874407495,9,0.1111111111111111,True,True,0,confirmed,0
220.0,2,0.2327049608508468,5,1.0,True,True,1,suspicious,0
225.0,0,0.9018387681599054,13,0.15384615384615385,True,False,0,normal,0
225.0,1,0.7061842601562917,10,0.3,True,True,0,confirmed,0
225.0,2,0.7465039806241242,7,0.0,True,True,0,normal,0
230.0,0,0.9181757059254572,13,0.07692307692307693,True,False,0,normal,0
230.0,1,0.74070342620504,12,0.08333333333333333,True,True,0,confirmed,0
230.0,2,0.6961666404135597,7,0.2857142857142857,True,True,0,suspicious,0
235.0,0,0.9196880033888267,13,0.0,True,False,0,normal,0
235.0,1,0.7819019254242421,13,0.15384615384615385,True,True,0,confirmed,0
235.0,2,0.7717812275212126,7,0.2857142857142857,True,True,0,normal,0
240.0,0,0.9234402886311113,13,0.07692307692307693,True,False,0,normal,0
240.0,1,0.5912003282164566,12,0.25,True,True,0,confirmed,0
240.0,2,0.8014170862557635,3,0.0,True,True,0,normal,0
245.0,0,0.9109212490505676,13,0.15384615384615385,True,False,0,normal,0
245.0,1,0.6656285412136753,11,0.18181818181818182,True,True,0,confirmed,0
245.0,2,0.8660449685925835,5,0.0,True,True,0,normal,0
250.0,0,0.8854237433701364,14,0.14285714285714285,True,False,0,normal,0
250.0,1,0.7960203932262526,7,0.0,True,True,0,confirmed,0
250.0,2,0.8646362709307562,5,0.0,True,True,0,normal,0
255.0,0,0.8919548238141484,14,0.14285714285714285,True,False,0,normal,0
255.0,1,0.7393551800588665,10,0.0,True,True,0,confirmed,0
255.0,2,0.8882789805829141,2,0.0,True,True,0,normal,0
260.0,0,0.7126964322949436,13,0.23076923076923078,True,True,0,normal,0
260.0,1,0.8161335980856408,10,0.0,True,True,0,confirmed,0
260.0,2,0.823735219383978,4,0.0,True,False,0,normal,0
265.0,0,0.806982090827168,13,0.0,True,True,0,normal,0
265.0,1,0.7896949629111776,9,0.0,True,True,0,confirmed,0
265.0,2,0.8222276894458906,4,0.0,True,False,0,normal,0
270.0,0,0.7741349058177762,12,0.25,True,True,0,normal,0
270.0,1,0.16357950549151226,9,1.0,True,True,1,confirmed,0
270.0,2,0.907495424197734,2,0.0,True,False,0,normal,0
275.0,0,0.8647095881916027,8,0.0,True,False,0,normal,0
275.0,1,0.1612523839790193,6,1.0,True,True,2,confirmed,0
275.0,2,0.9009562996769929,4,0.0,True,True,0,normal,0
280.0,0,0.8712189642440125,11,0.09090909090909091,True,False,0,normal,0
280.0,1,0.6176331487780495,7,0.2857142857142857,True,True,0,confirmed,0
280.0,2,0.9167981966370087,4,0.0,True,False,0,normal,0
285.0,0,0.8744122259034844,11,0.18181818181818182,True,False,0,normal,0
285.0,1,0.12461125449918962,7,1.0,True,True,1,confirmed,0
285.0,2,0.925146069038542,4,0.0,True,False,0,normal,0
290.0,0,0.8927994283430791,10,0.1,True,False,0,normal,0
290.0,1,0.7656625362241505,8,0.0,True,True,0,confirmed,0
290.0,2,0.9162157866976411,4,0.0,True,False,0,normal,0
295.0,0,0.8791580179412525,9,0.0,True,False,0,normal,0
295.0,1,0.08293308064731038,8,1.0,True,True,1,confirmed,0
295.0,2,0.8928694988916743,4,0.0,True,False,0,normal,0
300.0,0,0.8940478603838267,9,0.0,True,True,0,normal,0
300.0,1,0.7083159803554431,7,0.14285714285714285,True,True,0,confirmed,0
300.0,2,0.8983102252704628,4,0.0,True,False,0,normal,0
305.0,0,0.8969102801560084,9,0.0,True,False,0,normal,0
305.0,1,0.7372659591389155,5,0.0,True,True,0,confirmed,0
305.0,2,0.9323738423419081,6,0.0,True,False,0,normal,0
310.0,0,0.8704227260513957,7,0.0,True,False,0,normal,0
310.0,1,0.7701318650910832,5,0.0,True,False,0,confirmed,0
310.0,2,0.9371719776686743,6,0.0,True,False,0,normal,0
315.0,0,0.895201714155927,6,0.16666666666666666,True,False,0,normal,0
315.0,1,0.7992772714045879,5,0.0,True,True,0,confirmed,0
315.0,2,0.9412932074222139,6,0.0,True,False,0,normal,0
320.0,0,0.8734669786993987,6,0.16666666666666666,True,False,0,normal,0
320.0,1,0.789995121245979,5,0.0,True,False,0,confirmed,0
320.0,2,0.9247498885034651,6,0.16666666666666666,True,False,0,normal,0
325.0,0,0.7853321033403484,6,0.16666666666666666,True,False,0,normal,0
325.0,1,0.7336337380170787,5,0.2,True,False,0,confirmed,0
325.0,2,0.8144573523318954,6,0.0,True,False,0,normal,0
330.0,0,0.7722289371494754,5,0.4,True,False,0,normal,0
330.0,1,0.7302659949630255,6,0.0,True,True,0,confirmed,0
330.0,2,0.8587135713791734,6,0.0,True,False,0,normal,0
335.0,0,0.7822299255964661,5,0.2,True,False,0,normal,0
335.0,1,0.8241189955720842,6,0.0,True,False,0,confirmed,0
335.0,2,0.7721964227665188,4,0.25,True,False,0,normal,0
340.0,0,0.8449477277844228,4,0.0,True,True,0,normal,0
340.0,1,0.8042734693039186,8,0.125,True,True,0,confirmed,0
340.0,2,0.7576253303680065,4,0.0,True,False,0,normal,0
345.0,0,0.8694631118868723,4,0.0,True,True,0,normal,0
345.0,1,0.7364722347446067,8,0.125,True,True,0,confirmed,0
345.0,2,0.784649750522667,6,0.16666666666666666,True,False,0,normal,0
350.0,0,0.7144579442758833,7,0.0,True,True,0,normal,0
350.0,1,0.8624352194855787,6,0.0,True,False,0,confirmed,0
350.0,2,0.5782177515125999,6,0.5,True,False,0,suspicious,0
355.0,0,0.8840558009849082,8,0.0,True,True,0,normal,0
355.0,1,0.8720647541215882,6,0.16666666666666666,True,False,0,normal,0
355.0,2,0.7642699500754708,6,0.3333333333333333,True,False,0,normal,0
360.0,0,0.8790899497425181,7,0.0,True,True,0,normal,0
360.0,1,0.8810202213330769,6,0.16666666666666666,True,False,0,normal,0
360.0,2,0.8452199077012119,6,0.0,True,False,0,normal,0
365.0,0,0.8844734815950327,8,0.0,True,True,0,normal,0
365.0,1,0.8893488058397616,6,0.16666666666666666,True,False,0,normal,0
365.0,2,0.8861138457334099,5,0.0,True,False,0,normal,0
370.0,0,0.8849506142443788,8,0.0,True,True,0,normal,0
370.0,1,0.8578803066184699,5,0.2,True,False,0,normal,0
370.0,2,0.8935054176903124,5,0.0,True,False,0,normal,0
375.0,0,0.7986434767153507,8,0.125,True,True,0,normal,0
375.0,1,0.8924373929302887,5,0.0,True,False,0,normal,0
375.0,2,0.7650978276151633,5,0.0,True,False,0,normal,0
380.0,0,0.8970019046785034,6,0.0,True,True,0,normal,0
380.0,1,0.8698208255671441,5,0.2,True,False,0,normal,0
380.0,2,0.8469973413607919,5,0.2,True,False,0,normal,0
385.0,0,0.8988942003228843,6,0.0,True,False,0,normal,0
385.0,1,0.8743527391010273,6,0.3333333333333333,True,False,0,normal,0
385.0,2,0.8671725662472891,5,0.2,True,False,0,normal,0
390.0,0,0.9058302727322767,7,0.0,True,True,0,normal,0
390.0,1,0.9192811124634428,4,0.0,True,False,0,normal,0
390.0,2,0.6855398055207813,7,0.2857142857142857,True,False,0,suspicious,0
395.0,0,0.9076606066689848,8,0.125,True,True,0,normal,0
395.0,1,0.9249314345910018,4,0.0,True,False,0,normal,0
395.0,2,0.6556628900182243,6,0.3333333333333333,True,False,0,suspicious,0
400.0,0,0.8522513301641252,7,0.2857142857142857,True,False,0,normal,0
400.0,1,0.9291834793842512,4,0.0,True,False,0,normal,0
400.0,2,0.7479589085113038,6,0.16666666666666666,True,False,0,normal,0
