time_s,target,trust_median,n_observers,agreement,loc_available,beh_available,bad_streak,verdict,is_attacker
10.0,0,0.7355603168340378,2,0.0,True,False,0,normal,0
10.0,1,0.9106139638407835,5,0.2,True,False,0,normal,0
10.0,2,0.985277360563491,5,0.0,True,False,0,normal,0
15.0,0,0.9322847639482658,3,0.0,True,True,0,normal,0
15.0,1,0.8142159135505878,4,0.25,True,False,0,normal,0
15.0,2,0.9901543114859883,5,0.0,True,True,0,normal,0
20.0,0,0.8664118044583664,3,0.0,True,True,0,normal,0
20.0,1,0.8819412391909203,4,0.25,True,True,0,normal,0
20.0,2,0.6245001350061138,7,0.42857142857142855,True,True,0,suspicious,0
25.0,0,0.8176867942217754,3,0.3333333333333333,True,True,0,normal,0
25.0,1,0.9666268161079492,3,0.0,True,True,0,normal,0
25.0,2,0.6424949087380487,7,0.42857142857142855,True,True,0,suspicious,0
30.0,0,0.10479005384688161,6,1.0,True,True,1,suspicious,0
30.0,1,0.8909518209403533,4,0.0,True,True,0,normal,0
30.0,2,0.8614468807082446,7,0.0,True,False,0,normal,0
35.0,0,0.5118350067221007,6,0.5,True,True,0,suspicious,0
35.0,1,0.3870088026643084,6,0.6666666666666666,True,True,1,suspicious,0
35.0,2,0.8940622240078588,4,0.0,True,True,0,normal,0
40.0,0,0.8452777343781707,8,0.0,True,True,0,normal,0
40.0,1,0.32636791436532425,8,0.625,True,False,0,suspicious,0
40.0,2,0.8703082268645363,5,0.2,True,True,0,normal,0
45.0,0,0.3567114673043107,8,1.0,True,True,1,suspicious,0
45.0,1,0.49338237603380924,8,0.375,True,False,0,suspicious,0
45.0,2,0.8145912587657252,6,0.3333333333333333,True,False,0,normal,0
50.0,0,0.8304344722018615,10,0.0,True,True,0,normal,0
50.0,1,0.7700717627163063,8,0.25,True,False,0,normal,0
50.0,2,0.9063099969159476,6,0.16666666666666666,True,True,0,normal,0
55.0,0,0.8592282614541835,9,0.0,True,True,0,normal,0
55.0,1,0.8112151235153133,7,0.14285714285714285,True,False,0,normal,0
55.0,2,0.6178310647045442,5,0.2,True,True,0,suspicious,0
60.0,0,0.7389268423484918,9,0.1111111111111111,True,True,0,normal,0
60.0,1,0.8042792743500045,9,0.1111111111111111,True,False,0,normal,0
60.0,2,0.8419675036844723,3,0.3333333333333333,True,False,0,normal,0
65.0,0,0.14838663047412776,12,1.0,True,True,1,suspicious,0
65.0,1,0.4807150060647244,10,0.5,True,True,0,suspicious,0
65.0,2,0.9174429056123568,3,0.0,True,True,0,normal,0
70.0,0,0.5851382629756028,12,0.25,True,True,0,suspicious,0
70.0,1,0.8263443120286971,9,0.1111111111111111,True,False,0,normal,0
70.0,2,0.8622217656431306,4,0.0,True,False,0,normal,0
75.0,0,0.6398245343891384,12,0.16666666666666666,True,True,0,suspicious,0
75.0,1,0.8459244443043342,7,0.0,True,True,0,normal,0
75.0,2,0.8463617475271813,5,0.2,True,True,0,normal,0
80.0,0,0.7127064355237855,12,0.25,True,True,0,normal,0
80.0,1,0.41876835845792937,7,0.5714285714285714,True,True,0,suspicious,0
80.0,2,0.43460283137027234,4,0.5,True,True,0,suspicious,0
85.0,0,0.7876167064787215,12,0.16666666666666666,True,True,0,normal,0
85.0,1,0.7265684424909721,7,0.0,True,True,0,normal,0
85.0,2,0.6527659186630062,4,0.5,True,True,0,suspicious,0
90.0,0,0.7917342651585378,11,0.0,True,True,0,normal,0
90.0,1,0.5458235931249622,7,0.42857142857142855,True,False,0,suspicious,0
90.0,2,0.538138642442632,4,0.25,True,True,0,suspicious,0
95.0,0,0.8214914891833268,10,0.0,True,False,0,normal,0
95.0,1,0.8451522589795799,6,0.16666666666666666,True,False,0,normal,0
95.0,2,0.8714342420340208,4,0.0,True,False,0,normal,0
100.0,0,0.834029323255233,11,0.0,True,False,0,normal,0
100.0,1,0.8878593443575105,4,0.0,True,True,0,normal,0
100.0,2,0.8804338450916394,4,0.0,True,False,0,normal,0
105.0,0,0.8458400072142234,11,0.09090909090909091,True,True,0,normal,0
105.0,1,0.8613696813234035,5,0.0,True,True,0,normal,0
105.0,2,0.15890940472795909,5,1.0,True,True,1,suspicious,0
110.0,0,0.8513665464008638,11,0.0,True,True,0,normal,0
110.0,1,0.8745311128549316,5,0.0,True,True,0,normal,0
110.0,2,0.8032907985168811,5,0.0,True,True,0,normal,0
115.0,0,0.789033934042815,10,0.0,True,True,0,normal,0
115.0,1,0.8670913100734589,5,0.0,True,True,0,normal,0
115.0,2,0.8351317889640487,6,0.0,True,True,0,normal,0
120.0,0,0.8073343534438693,8,0.25,True,False,0,normal,0
120.0,1,0.8368947178810318,4,0.0,True,False,0,normal,0
120.0,2,0.7683325198804862,8,0.125,True,False,0,normal,0
125.0,0,0.6981141304113974,7,0.2857142857142857,True,False,0,suspicious,0
125.0,1,0.8681264009540556,3,0.0,True,False,0,normal,0
125.0,2,0.7981062561072064,8,0.0,True,False,0,normal,0
130.0,0,0.7819173414674565,7,0.2857142857142857,True,False,0,normal,0
130.0,1,0.9165159640562202,6,0.16666666666666666,True,False,0,normal,0
130.0,2,0.8660460990291547,10,0.0,True,True,0,normal,0
135.0,0,0.7500380444222176,8,0.375,True,False,0,normal,0
135.0,1,0.8743781527200529,7,0.14285714285714285,True,False,0,normal,0
135.0,2,0.8575013857149045,11,0.09090909090909091,True,True,0,normal,0
140.0,0,0.599880616116699,4,0.5,True,False,0,suspicious,0
140.0,1,0.8231359504660278,7,0.2857142857142857,True,False,0,normal,0
140.0,2,0.8558669751096403,11,0.09090909090909091,True,True,0,normal,0
145.0,1,0.9043680276666369,10,0.1,True,False,0,normal,0
145.0,2,0.7004029911859379,11,0.18181818181818182,True,True,0,normal,0
150.0,0,0.47955092817194367,2,0.5,True,False,0,suspicious,0
150.0,1,0.9147346592045602,11,0.0,True,True,0,normal,0
150.0,2,0.6440557720943115,13,0.3076923076923077,True,True,0,suspicious,0
155.0,0,0.4860115489773462,2,0.5,True,False,0,suspicious,0
155.0,1,0.9134688556949294,10,0.0,True,True,0,normal,0
155.0,2,0.8233527914041163,14,0.14285714285714285,True,False,0,normal,0
160.0,1,0.9320636184876399,11,0.0,True,True,0,normal,0
160.0,2,0.8394307328185102,14,0.14285714285714285,True,False,0,normal,0
165.0,1,0.8863398373970981,11,0.0,True,True,0,normal,0
165.0,2,0.8629038333354551,14,0.0,True,True,0,normal,0
170.0,0,0.3624618572075181,1,1.0,True,False,0,suspicious,0
170.0,1,0.7998830746328891,12,0.3333333333333333,True,False,0,normal,0
170.0,2,0.8583902999765913,14,0.0,True,True,0,normal,0
175.0,0,0.7707474674224579,4,0.0,True,False,0,normal,0
175.0,1,0.8569510808368804,13,0.07692307692307693,True,True,0,normal,0
175.0,2,0.873545166261996,12,0.0,True,True,0,normal,0
180.0,0,0.7426268668003952,5,0.0,True,False,0,normal,0
180.0,1,0.8521575473473242,9,0.1111111111111111,True,True,0,normal,0
180.0,2,0.8699753990318234,11,0.09090909090909091,True,True,0,normal,0
185.0,0,0.5814334949529328,5,0.2,True,False,0,suspicious,0
185.0,1,0.8665918078512297,7,0.14285714285714285,True,False,0,normal,0
185.0,2,0.8590157955030779,10,0.2,True,False,0,normal,0
190.0,0,0.7951138822036491,1,0.0,True,False,0,normal,0
190.0,1,0.919154477177061,2,0.0,True,False,0,normal,0
190.0,2,0.8869888766469397,7,0.0,True,False,0,normal,0
195.0,0,0.8410651286358461,7,0.0,True,False,0,normal,0
195.0,1,0.24542931247434163,5,1.0,True,True,1,suspicious,0
195.0,2,0.9161256545637493,9,0.0,True,False,0,normal,0
200.0,0,0.8554097470515873,7,0.0,True,False,0,normal,0
200.0,1,0.8432476511347335,7,0.0,True,False,0,normal,0
200.0,2,0.9219968587442868,9,0.0,True,True,0,normal,0
205.0,0,0.8251927809004742,6,0.16666666666666666,True,False,0,normal,0
205.0,1,0.8174684301345544,8,0.0,True,False,0,normal,0
205.0,2,0.9299337966504982,9,0.0,True,True,0,normal,0
210.0,0,0.8368472316821525,5,0.0,True,False,0,normal,0
210.0,1,0.8547973509254808,12,0.0,True,False,0,normal,0
210.0,2,0.9082819000114815,10,0.1,True,True,0,normal,0
215.0,0,0.8214211484243863,5,0.2,True,False,0,normal,0
215.0,1,0.37417244322800125,12,0.6666666666666666,True,True,1,suspicious,0
215.0,2,0.8524758655530607,11,0.18181818181818182,True,True,0,normal,0
220.0,0,0.8603515345763395,12,0.08333333333333333,True,False,0,normal,0
220.0,1,0.8311567703095636,11,0.0,True,False,0,normal,0
220.0,2,0.8796407466989979,13,0.07692307692307693,True,True,0,normal,0
225.0,0,0.8755165233317219,12,0.0,True,False,0,normal,0
225.0,1,0.8467292243812061,12,0.08333333333333333,True,False,0,normal,0
225.0,2,0.9110576453584865,11,0.09090909090909091,True,True,0,normal,0
230.0,0,0.8811306934506615,12,0.0,True,False,0,normal,0
230.0,1,0.8450062052257971,12,0.08333333333333333,True,False,0,normal,0
230.0,2,0.8847438542196833,11,0.18181818181818182,True,True,0,normal,0
235.0,0,0.8953570729341027,12,0.16666666666666666,True,False,0,normal,0
235.0,1,0.22355860008969267,11,1.0,True,True,1,suspicious,0
235.0,2,0.9022602178638335,10,0.1,True,True,0,normal,0
240.0,0,0.7952751279663756,13,0.23076923076923078,True,True,0,normal,0
240.0,1,0.7916484644024397,11,0.18181818181818182,True,True,0,normal,0
240.0,2,0.3767409788634598,9,0.6666666666666666,True,True,1,suspicious,0
245.0,0,0.8421556388917371,14,0.21428571428571427,True,False,0,normal,0
245.0,1,0.6416600220304168,12,0.3333333333333333,True,True,0,suspicious,0
245.0,2,0.8433599525995314,10,0.0,True,True,0,normal,0
250.0,0,0.9098175382784304,12,0.0,True,True,0,normal,0
250.0,1,0.803524718371502,11,0.18181818181818182,True,True,0,normal,0
250.0,2,0.7481801019524561,9,0.0,True,True,0,normal,0
255.0,0,0.8969845205643279,11,0.0,True,False,0,normal,0
255.0,1,0.8302883355728247,9,0.2222222222222222,True,True,0,normal,0
255.0,2,0.8758863604446554,7,0.0,True,True,0,normal,0
260.0,0,0.8708113750491537,11,0.09090909090909091,True,True,0,normal,0
260.0,1,0.7870231424331053,10,0.3,True,True,0,normal,0
260.0,2,0.7383112528429884,7,0.0,True,True,0,normal,0
265.0,0,0.845743817285098,10,0.2,True,False,0,normal,0
265.0,1,0.82649164997629,10,0.1,True,True,0,normal,0
265.0,2,0.8672512110182011,7,0.0,True,True,0,normal,0
